id_subid,prism_filepath,prism_redshift,grating_filepaths,grating_redshifts,file_count,available_filters,filter_g140m-f100lp_filepath,filter_g235m-f170lp_filepath,filter_g235h-f170lp_filepath,filter_g395h-f290lp_filepath,filter_g395m-f290lp_filepath,filter_g140m-f070lp_filepath,filter_g140h-f070lp_filepath,filter_g140h-f100lp_filepath
1214_1193,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_1193.spec.fits,0.1964,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_1193.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_1193.spec.fits'}","{'g395h-f290lp': <Quantity 0.1666>, 'g235h-f170lp': <Quantity 0.178>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_1193.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_1193.spec.fits,,,,
1214_1175,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_1175.spec.fits,3.2344,"{'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_1175.spec.fits', 'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_1175.spec.fits'}","{'g235h-f170lp': <Quantity 3.2319>, 'g395h-f290lp': <Quantity 3.2319>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_1175.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_1175.spec.fits,,,,
1214_b130,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_b130.spec.fits,0.1101,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_b130.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_b130.spec.fits'}","{'g395h-f290lp': None, 'g235h-f170lp': None}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_b130.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_b130.spec.fits,,,,
1214_686,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_686.spec.fits,2.9258,"{'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_686.spec.fits', 'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_686.spec.fits'}","{'g235h-f170lp': <Quantity 2.9159>, 'g395h-f290lp': <Quantity 2.9164>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_686.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_686.spec.fits,,,,
1214_6100,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_6100.spec.fits,0.19,"{'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_6100.spec.fits', 'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_6100.spec.fits'}","{'g235h-f170lp': None, 'g395h-f290lp': None}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_6100.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_6100.spec.fits,,,,
1214_3804,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_3804.spec.fits,3.5447,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_3804.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_3804.spec.fits'}","{'g395h-f290lp': <Quantity 3.5399>, 'g235h-f170lp': <Quantity 3.5402>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_3804.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_3804.spec.fits,,,,
1214_b90,/home/xingyaocai/DJAv4/gto-wide-cos03-v4/gto-wide-cos03-v4_prism-clear_1214_b90.spec.fits,3.7369,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos03-v4/gto-wide-cos03-v4_g395h-f290lp_1214_b90.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos03-v4/gto-wide-cos03-v4_g235h-f170lp_1214_b90.spec.fits'}","{'g395h-f290lp': None, 'g235h-f170lp': None}",6,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos03-v4/gto-wide-cos03-v4_g235h-f170lp_1214_b90.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos03-v4/gto-wide-cos03-v4_g395h-f290lp_1214_b90.spec.fits,,,,
1214_1667,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_1667.spec.fits,2.4696,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_1667.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_1667.spec.fits'}","{'g395h-f290lp': <Quantity 2.4622>, 'g235h-f170lp': <Quantity 2.4627>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_1667.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_1667.spec.fits,,,,
1214_3074,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_3074.spec.fits,0.9571,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_3074.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_3074.spec.fits'}","{'g395h-f290lp': None, 'g235h-f170lp': None}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_3074.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_3074.spec.fits,,,,
1214_845,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_845.spec.fits,1.4568,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_845.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_845.spec.fits'}","{'g395h-f290lp': <Quantity 1.4903>, 'g235h-f170lp': <Quantity 1.4754>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_845.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_845.spec.fits,,,,
1214_1091,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_1091.spec.fits,3.3345,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_1091.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_1091.spec.fits'}","{'g395h-f290lp': <Quantity 3.3108>, 'g235h-f170lp': <Quantity 3.3249>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_1091.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_1091.spec.fits,,,,
1214_431,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_431.spec.fits,2.2807,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_431.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_431.spec.fits'}","{'g395h-f290lp': <Quantity 2.2743>, 'g235h-f170lp': <Quantity 2.2741>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_431.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_431.spec.fits,,,,
1214_770,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_770.spec.fits,1.0566,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_770.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_770.spec.fits'}","{'g395h-f290lp': None, 'g235h-f170lp': None}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_770.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_770.spec.fits,,,,
1214_3626,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_3626.spec.fits,0.5921,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_3626.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_3626.spec.fits'}","{'g395h-f290lp': None, 'g235h-f170lp': None}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_3626.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_3626.spec.fits,,,,
1214_1865,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_1865.spec.fits,2.7521,"{'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_1865.spec.fits', 'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_1865.spec.fits'}","{'g235h-f170lp': <Quantity 2.7493>, 'g395h-f290lp': <Quantity 2.7498>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_1865.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_1865.spec.fits,,,,
1214_b94,/home/xingyaocai/DJAv4/gto-wide-cos03-v4/gto-wide-cos03-v4_prism-clear_1214_b94.spec.fits,0.2525,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos03-v4/gto-wide-cos03-v4_g395h-f290lp_1214_b94.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos03-v4/gto-wide-cos03-v4_g235h-f170lp_1214_b94.spec.fits'}","{'g395h-f290lp': None, 'g235h-f170lp': None}",6,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos03-v4/gto-wide-cos03-v4_g235h-f170lp_1214_b94.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos03-v4/gto-wide-cos03-v4_g395h-f290lp_1214_b94.spec.fits,,,,
1214_1907,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_1907.spec.fits,2.8319,"{'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_1907.spec.fits', 'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_1907.spec.fits'}","{'g235h-f170lp': <Quantity 2.8319>, 'g395h-f290lp': <Quantity 2.8327>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_1907.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_1907.spec.fits,,,,
1214_974,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_974.spec.fits,1.5101,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_974.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_974.spec.fits'}","{'g395h-f290lp': <Quantity 1.5097>, 'g235h-f170lp': <Quantity 1.5097>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_974.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_974.spec.fits,,,,
1214_1992,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_1992.spec.fits,1.2137,"{'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_1992.spec.fits', 'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_1992.spec.fits'}","{'g235h-f170lp': <Quantity 1.2134>, 'g395h-f290lp': <Quantity 1.2131>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_1992.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_1992.spec.fits,,,,
1214_b19,/home/xingyaocai/DJAv4/gto-wide-cos03-v4/gto-wide-cos03-v4_prism-clear_1214_b19.spec.fits,5.7253,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos03-v4/gto-wide-cos03-v4_g395h-f290lp_1214_b19.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos03-v4/gto-wide-cos03-v4_g235h-f170lp_1214_b19.spec.fits'}","{'g395h-f290lp': None, 'g235h-f170lp': None}",6,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos03-v4/gto-wide-cos03-v4_g235h-f170lp_1214_b19.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos03-v4/gto-wide-cos03-v4_g395h-f290lp_1214_b19.spec.fits,,,,
1214_1038,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_1038.spec.fits,2.4788,"{'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_1038.spec.fits', 'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_1038.spec.fits'}","{'g235h-f170lp': <Quantity 2.467>, 'g395h-f290lp': <Quantity 2.4702>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_1038.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_1038.spec.fits,,,,
1214_641,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_641.spec.fits,2.555,"{'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_641.spec.fits', 'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_641.spec.fits'}","{'g235h-f170lp': <Quantity 2.554>, 'g395h-f290lp': <Quantity 2.5542>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_641.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_641.spec.fits,,,,
1214_2361,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_2361.spec.fits,2.0684,"{'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_2361.spec.fits', 'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_2361.spec.fits'}","{'g235h-f170lp': <Quantity 2.0664>, 'g395h-f290lp': <Quantity 2.0664>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_2361.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_2361.spec.fits,,,,
1214_3310,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_3310.spec.fits,2.3141,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_3310.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_3310.spec.fits'}","{'g395h-f290lp': <Quantity 2.3058>, 'g235h-f170lp': <Quantity 2.3058>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_3310.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_3310.spec.fits,,,,
1214_2381,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_2381.spec.fits,0.2161,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_2381.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_2381.spec.fits'}","{'g395h-f290lp': None, 'g235h-f170lp': None}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_2381.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_2381.spec.fits,,,,
1214_b17,/home/xingyaocai/DJAv4/gto-wide-cos03-v4/gto-wide-cos03-v4_prism-clear_1214_b17.spec.fits,6.6223,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos03-v4/gto-wide-cos03-v4_g395h-f290lp_1214_b17.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos03-v4/gto-wide-cos03-v4_g235h-f170lp_1214_b17.spec.fits'}","{'g395h-f290lp': None, 'g235h-f170lp': None}",6,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos03-v4/gto-wide-cos03-v4_g235h-f170lp_1214_b17.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos03-v4/gto-wide-cos03-v4_g395h-f290lp_1214_b17.spec.fits,,,,
1214_2165,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_2165.spec.fits,0.2749,"{'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_2165.spec.fits', 'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_2165.spec.fits'}","{'g235h-f170lp': None, 'g395h-f290lp': None}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_2165.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_2165.spec.fits,,,,
1214_3933,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_3933.spec.fits,2.4864,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_3933.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_3933.spec.fits'}","{'g395h-f290lp': <Quantity 2.4806>, 'g235h-f170lp': <Quantity 2.4801>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_3933.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_3933.spec.fits,,,,
1214_3236,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_3236.spec.fits,2.2906,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_3236.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_3236.spec.fits'}","{'g395h-f290lp': None, 'g235h-f170lp': None}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_3236.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_3236.spec.fits,,,,
1214_3106,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_3106.spec.fits,4.5321,"{'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_3106.spec.fits', 'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_3106.spec.fits'}","{'g235h-f170lp': <Quantity 4.435>, 'g395h-f290lp': <Quantity 4.4999>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_3106.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_3106.spec.fits,,,,
1214_3095,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_3095.spec.fits,0.422,"{'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_3095.spec.fits', 'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_3095.spec.fits'}","{'g395h-f290lp': None, 'g235h-f170lp': None}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_3095.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_3095.spec.fits,,,,
1214_3738,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_prism-clear_1214_3738.spec.fits,0.0,"{'g235h-f170lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_3738.spec.fits', 'g395h-f290lp': '/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_3738.spec.fits'}","{'g235h-f170lp': <Quantity 0.0082>, 'g395h-f290lp': <Quantity -0.0149>}",3,"g235h-f170lp, g395h-f290lp, prism-clear",,,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g235h-f170lp_1214_3738.spec.fits,/home/xingyaocai/DJAv4/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_3738.spec.fits,,,,
