lam flux_nu eflux_nu eflux_nu_lines eflux_nu_spread
4030.000000000 -0.036613715 0.058427134 0.058427134 0.387561762
4040.000000000 -0.027356974 0.058219777 0.058219777 0.386186309
4050.000000000 -0.015126075 0.058891677 0.058891677 0.390643190
4060.000000000 -0.013043575 0.058056129 0.058056129 0.385100790
4070.000000000 -0.011318625 0.058449169 0.058449169 0.387707923
4080.000000000 -0.010851795 0.055672595 0.055672595 0.369290216
4090.000000000 -0.005456962 0.053465159 0.053465159 0.354647745
4100.000000000 -0.015524530 0.056636723 0.056636723 0.375685522
4110.000000000 -0.014458558 0.055424307 0.055424307 0.367643263
4120.000000000 -0.043291002 0.062630952 0.062630952 0.415446736
4130.000000000 -0.036600785 0.049348394 0.049348394 0.327340211
4140.000000000 -0.011129337 0.053700790 0.053700790 0.356210741
4150.000000000 0.007328411 0.061652474 0.061652474 0.408956250
4160.000000000 0.004689795 0.069165931 0.069165931 0.458794882
4170.000000000 -0.007245345 0.060501040 0.060501040 0.405853315
4180.000000000 -0.021001253 0.064754471 0.064754471 0.434386199
4190.000000000 -0.028693042 0.056219147 0.056219147 0.377129504
4200.000000000 -0.015125538 0.056701308 0.056701308 0.380363938
4210.000000000 -0.039424662 0.047848452 0.047848452 0.324523992
4220.000000000 -0.009434354 0.051231829 0.051231829 0.351227725
4230.000000000 -0.013443039 0.050128637 0.050128637 0.343664620
4240.000000000 -0.007338826 0.047041227 0.047041227 0.325911183
4250.000000000 -0.015789973 0.045272902 0.045272902 0.313659863
4260.000000000 -0.027045690 0.048488979 0.048488979 0.335941501
4270.000000000 0.000651271 0.039390460 0.039390460 0.275733221
4280.000000000 0.021903824 0.038705543 0.038705543 0.270938804
4290.000000000 0.026586332 0.037452970 0.037452970 0.264832488
4300.000000000 0.037384353 0.035110285 0.035110285 0.248267204
4310.000000000 0.045346003 0.036718020 0.036718020 0.259635608
4320.000000000 0.021423278 0.034034793 0.034034793 0.243057039
4330.000000000 0.006771672 0.045002519 0.045002519 0.321382268
4340.000000000 0.009681274 0.048030604 0.048030604 0.346353612
4350.000000000 0.004251043 0.055783020 0.055783020 0.406106518
4360.000000000 -0.015821562 0.051702012 0.051702012 0.379930646
4370.000000000 -0.041907512 0.052914179 0.052914179 0.388838216
4380.000000000 -0.021926318 0.040169114 0.040169114 0.295181497
4390.000000000 -0.021040800 0.042006236 0.042006236 0.308681532
4400.000000000 -0.016750262 0.051761987 0.051761987 0.380371371
4410.000000000 -0.028946963 0.061066481 0.061066481 0.448745156
4420.000000000 -0.012872845 0.055368373 0.055368373 0.406872785
4430.000000000 -0.008175664 0.053827627 0.053827627 0.395550662
4440.000000000 -0.016793409 0.055596617 0.055596617 0.408550029
